
      +------------------+
      |   id          x1 |
3686. | 3686    1.801031 |
3687. | 3687   -.0114209 |
3688. | 3688   -1.511534 |
3689. | 3689   -.1840504 |
3690. | 3690    1.473896 |
      |------------------|
3691. | 3691   -1.487261 |
3692. | 3692   -2.895981 |
3693. | 3693    .9429242 |
3694. | 3694   -.1310572 |
3695. | 3695    1.812094 |
      |------------------|
3696. | 3696   -1.618417 |
3697. | 3697   -1.299428 |
3698. | 3698    1.647102 |
3699. | 3699    2.207656 |
3700. | 3700     1.30026 |
      |------------------|
3701. | 3701   -.5003417 |
3702. | 3702    2.009552 |
3703. | 3703    .2281279 |
3704. | 3704   -1.718246 |
3705. | 3705      1.5318 |
      |------------------|
3706. | 3706    -1.07755 |
3707. | 3707    1.140845 |
3708. | 3708   -.8968208 |
3709. | 3709    2.104263 |
3710. | 3710    .2786331 |
      |------------------|
3711. | 3711    1.132588 |
3712. | 3712    -.350669 |
3713. | 3713    .3244629 |
3714. | 3714   -2.687845 |
3715. | 3715    .6089192 |
      |------------------|
3716. | 3716    .8902266 |
3717. | 3717    .4979689 |
3718. | 3718   -2.233827 |
3719. | 3719    -1.16902 |
3720. | 3720   -1.211691 |
      |------------------|
3721. | 3721   -1.262987 |
3722. | 3722   -.4171804 |
3723. | 3723   -.5768325 |
3724. | 3724   -.9967956 |
3725. | 3725    .4031684 |
      |------------------|
3726. | 3726    1.372725 |
3727. | 3727   -.2597087 |
3728. | 3728    .2228041 |
3729. | 3729    .7376859 |
3730. | 3730    .2837288 |
      |------------------|
3731. | 3731    .3622031 |
3732. | 3732    1.114291 |
3733. | 3733   -1.222489 |
3734. | 3734   -.1007847 |
3735. | 3735    .4002022 |
      |------------------|
3736. | 3736    1.141586 |
3737. | 3737    1.060798 |
3738. | 3738   -.9932358 |
3739. | 3739    2.633369 |
3740. | 3740    .3362991 |
      |------------------|
3741. | 3741    .2629413 |
3742. | 3742   -.4916302 |
3743. | 3743    .7920124 |
3744. | 3744    .1942779 |
3745. | 3745    1.809184 |
      |------------------|
3746. | 3746   -1.653657 |
3747. | 3747    .1744781 |
3748. | 3748    .8045509 |
3749. | 3749    2.289883 |
3750. | 3750   -1.353358 |
      |------------------|
3751. | 3751     1.58626 |
3752. | 3752    .4576682 |
3753. | 3753    .9032412 |
3754. | 3754   -.5370474 |
3755. | 3755    -1.09904 |
      |------------------|
3756. | 3756    .6093531 |
3757. | 3757   -.2518141 |
3758. | 3758   -.8259071 |
3759. | 3759   -.2668603 |
3760. | 3760   -.3750303 |
      |------------------|
3761. | 3761   -.3621098 |
3762. | 3762   -2.727246 |
3763. | 3763    .2486204 |
3764. | 3764     1.37481 |
3765. | 3765   -1.475771 |
      |------------------|
3766. | 3766    -.608584 |
3767. | 3767   -.7307079 |
3768. | 3768    2.450333 |
3769. | 3769   -2.129624 |
3770. | 3770    .3104852 |
      |------------------|
3771. | 3771   -.1711378 |
3772. | 3772    1.106723 |
3773. | 3773   -.8780907 |
3774. | 3774   -.3495184 |
3775. | 3775    .7635948 |
      |------------------|
3776. | 3776   -1.727357 |
3777. | 3777    -.164524 |
3778. | 3778    .2063131 |
3779. | 3779    .5691971 |
3780. | 3780   -.6802648 |
      |------------------|
3781. | 3781    1.668943 |
3782. | 3782   -.8773832 |
3783. | 3783     .618809 |
3784. | 3784    .1233486 |
3785. | 3785   -.8341698 |
      |------------------|
3786. | 3786   -1.866356 |
3787. | 3787   -.5866767 |
3788. | 3788    2.015635 |
3789. | 3789   -.8492183 |
3790. | 3790    -.837432 |
      |------------------|
3791. | 3791    .1051777 |
3792. | 3792    .5268715 |
3793. | 3793    .7754357 |
3794. | 3794   -1.455388 |
3795. | 3795   -.6879613 |
      |------------------|
3796. | 3796   -.0454359 |
3797. | 3797    1.554615 |
3798. | 3798   -1.158205 |
3799. | 3799   -1.416543 |
3800. | 3800   -.9360285 |
      |------------------|
3801. | 3801    .0479486 |
3802. | 3802     .241457 |
3803. | 3803   -1.667929 |
3804. | 3804   -.2088622 |
3805. | 3805    .5441231 |
      |------------------|
3806. | 3806    .9504867 |
3807. | 3807   -.1355211 |
3808. | 3808    .3854916 |
3809. | 3809     1.01515 |
3810. | 3810    .9169554 |
      |------------------|
3811. | 3811   -.1634804 |
3812. | 3812    .1001476 |
3813. | 3813   -.9147644 |
3814. | 3814   -1.006335 |
3815. | 3815   -.3225833 |
      |------------------|
3816. | 3816    .8357882 |
3817. | 3817   -.3532623 |
3818. | 3818    1.112295 |
3819. | 3819   -1.205777 |
3820. | 3820    1.507436 |
      |------------------|
3821. | 3821   -.6174147 |
3822. | 3822   -2.155298 |
3823. | 3823    -1.81897 |
3824. | 3824   -1.688471 |
3825. | 3825    .6914544 |
      |------------------|
3826. | 3826   -1.793967 |
3827. | 3827   -.6121842 |
3828. | 3828   -.0821036 |
3829. | 3829   -.0495882 |
3830. | 3830    .1148015 |
      |------------------|
3831. | 3831   -.0791122 |
3832. | 3832   -1.086971 |
3833. | 3833    1.666033 |
3834. | 3834   -.0262759 |
3835. | 3835   -.7199279 |
      |------------------|
3836. | 3836    .0007952 |
3837. | 3837    -1.16494 |
3838. | 3838    3.293502 |
3839. | 3839    1.155416 |
3840. | 3840   -.2148601 |
      |------------------|
3841. | 3841   -.2525535 |
3842. | 3842   -.6472402 |
3843. | 3843    .3191146 |
3844. | 3844    .1956992 |
3845. | 3845   -.6722211 |
      |------------------|
3846. | 3846   -.2876071 |
3847. | 3847    .0549013 |
3848. | 3848    .4413487 |
3849. | 3849    .2200928 |
3850. | 3850   -.9830467 |
      |------------------|
3851. | 3851   -.5879886 |
3852. | 3852   -.3649075 |
3853. | 3853   -1.313996 |
3854. | 3854    -.133086 |
3855. | 3855   -.6688919 |
      |------------------|
3856. | 3856    .3478506 |
3857. | 3857   -1.234412 |
3858. | 3858   -.0489997 |
3859. | 3859    1.596159 |
3860. | 3860    .4790998 |
      |------------------|
3861. | 3861    .5092198 |
3862. | 3862   -.0373131 |
3863. | 3863   -.3048083 |
3864. | 3864   -.7354783 |
3865. | 3865   -.2715134 |
      |------------------|
3866. | 3866   -.7686671 |
3867. | 3867   -.1557867 |
3868. | 3868   -1.010511 |
3869. | 3869   -1.121501 |
3870. | 3870   -.5147824 |
      |------------------|
3871. | 3871   -2.281206 |
3872. | 3872    .0899007 |
3873. | 3873    1.287122 |
3874. | 3874    3.397991 |
3875. | 3875   -.3213967 |
      |------------------|
3876. | 3876    .6655626 |
3877. | 3877    2.174704 |
3878. | 3878    1.656925 |
3879. | 3879   -1.052667 |
3880. | 3880   -.1161469 |
      |------------------|
3881. | 3881    1.155854 |
3882. | 3882   -.1223008 |
3883. | 3883   -.1402315 |
3884. | 3884   -.4781681 |
3885. | 3885   -.0682735 |
      |------------------|
3886. | 3886    .3903888 |
3887. | 3887    .5539337 |
3888. | 3888    -1.64065 |
3889. | 3889   -.7686023 |
3890. | 3890     .295388 |
      |------------------|
3891. | 3891    -.110954 |
3892. | 3892    .4240318 |
3893. | 3893   -.2706408 |
3894. | 3894   -.0536431 |
3895. | 3895   -.9038348 |
      |------------------|
3896. | 3896    .0373297 |
3897. | 3897    .1292853 |
3898. | 3898    2.183056 |
3899. | 3899    .8040059 |
3900. | 3900     .142567 |
      |------------------|
3901. | 3901    1.636692 |
3902. | 3902    .8596383 |
3903. | 3903    .9927678 |
3904. | 3904   -.1870338 |
3905. | 3905    .3385013 |
      |------------------|
3906. | 3906   -1.764702 |
3907. | 3907   -1.718994 |
3908. | 3908    .1624247 |
3909. | 3909    -.419291 |
3910. | 3910   -1.063769 |
      |------------------|
3911. | 3911    1.109091 |
3912. | 3912   -.3372325 |
3913. | 3913   -.6463284 |
3914. | 3914   -.6234013 |
3915. | 3915    1.101841 |
      |------------------|
3916. | 3916   -.5436581 |
3917. | 3917    .4506729 |
3918. | 3918   -.1394866 |
3919. | 3919   -2.388989 |
3920. | 3920   -.7496523 |
      |------------------|
3921. | 3921    1.192474 |
3922. | 3922    .1307151 |
3923. | 3923    .5221416 |
3924. | 3924   -.5127314 |
3925. | 3925    1.636984 |
      |------------------|
3926. | 3926   -1.046765 |
3927. | 3927   -.3368555 |
3928. | 3928   -1.604753 |
3929. | 3929   -.3822437 |
3930. | 3930   -1.570614 |
      |------------------|
3931. | 3931   -.1797941 |
3932. | 3932    .0901596 |
3933. | 3933   -.4631117 |
3934. | 3934    .5715443 |
3935. | 3935    .5738302 |
      |------------------|
3936. | 3936   -1.396276 |
3937. | 3937    1.454273 |
3938. | 3938    .5348359 |
3939. | 3939    1.152305 |
3940. | 3940    1.437084 |
      |------------------|
3941. | 3941    -.566739 |
3942. | 3942   -1.151232 |
3943. | 3943    .8807252 |
3944. | 3944   -.2309762 |
3945. | 3945   -.1751071 |
      |------------------|
3946. | 3946    1.433866 |
3947. | 3947    .1391622 |
3948. | 3948   -.5946853 |
3949. | 3949    .1985275 |
3950. | 3950    .0740441 |
      |------------------|
3951. | 3951    -.249854 |
3952. | 3952    .6283779 |
3953. | 3953   -1.176828 |
3954. | 3954    1.563064 |
3955. | 3955   -.4356668 |
      |------------------|
3956. | 3956    .6685985 |
3957. | 3957    1.635655 |
3958. | 3958    1.083785 |
3959. | 3959   -1.197412 |
3960. | 3960    .1104535 |
      |------------------|
3961. | 3961   -2.348869 |
3962. | 3962   -.0658147 |
3963. | 3963     1.27306 |
3964. | 3964      .97594 |
3965. | 3965   -1.126895 |
      |------------------|
3966. | 3966    .1849204 |
3967. | 3967   -.9427568 |
3968. | 3968    .3101475 |
3969. | 3969   -.4167926 |
3970. | 3970    1.304444 |
      |------------------|
3971. | 3971     .193346 |
3972. | 3972   -.4089123 |
3973. | 3973   -.9197271 |
3974. | 3974    .2622967 |
3975. | 3975    .4022901 |
      |------------------|
3976. | 3976    2.685713 |
3977. | 3977   -.5626628 |
3978. | 3978   -.2580115 |
3979. | 3979   -1.014307 |
3980. | 3980   -.1463882 |
      |------------------|
3981. | 3981   -.0203144 |
3982. | 3982   -.1990304 |
3983. | 3983   -.6169631 |
3984. | 3984    .9060573 |
3985. | 3985     .381086 |
      |------------------|
3986. | 3986    .7564625 |
3987. | 3987   -.2623001 |
3988. | 3988    .8623638 |
3989. | 3989   -.1782484 |
3990. | 3990    .7651265 |
      |------------------|
3991. | 3991    .1008886 |
3992. | 3992    .9244372 |
3993. | 3993     .916968 |
3994. | 3994    .5270128 |
3995. | 3995   -.3486528 |
      |------------------|
3996. | 3996    .3980293 |
3997. | 3997    .4896314 |
3998. | 3998     .271086 |
3999. | 3999    .8794474 |
4000. | 4000   -.9168635 |
      |------------------|
4001. | 4001     .843275 |
4002. | 4002   -1.181859 |
4003. | 4003   -.4300878 |
4004. | 4004    .3360883 |
4005. | 4005    1.747347 |
      |------------------|
4006. | 4006   -1.564121 |
4007. | 4007   -.1804259 |
4008. | 4008    .5266446 |
4009. | 4009    .3744292 |
4010. | 4010    1.417343 |
      |------------------|
4011. | 4011   -.2655309 |
4012. | 4012    .8256902 |
4013. | 4013   -2.149585 |
4014. | 4014    .9663734 |
4015. | 4015   -1.101217 |
      |------------------|
4016. | 4016    .3490815 |
4017. | 4017    1.850225 |
4018. | 4018   -.4527464 |
4019. | 4019      .09648 |
4020. | 4020    .3620505 |
      |------------------|
4021. | 4021   -.4092931 |
4022. | 4022   -.3951465 |
4023. | 4023    .9515566 |
4024. | 4024   -1.276887 |
4025. | 4025     .011035 |
      |------------------|
4026. | 4026   -.6905914 |
4027. | 4027   -1.178263 |
4028. | 4028   -.6192825 |
4029. | 4029    .6211842 |
4030. | 4030    .9618655 |
      |------------------|
4031. | 4031   -.5146195 |
4032. | 4032    .2366095 |
4033. | 4033    2.173821 |
4034. | 4034   -.6249161 |
4035. | 4035   -.0816781 |
      |------------------|
4036. | 4036    .3221004 |
4037. | 4037    1.304689 |
4038. | 4038   -.8372349 |
4039. | 4039    .2492525 |
4040. | 4040    .7298642 |
      |------------------|
4041. | 4041   -.1141929 |
4042. | 4042    .2591239 |
4043. | 4043   -1.912538 |
4044. | 4044    .5853843 |
4045. | 4045    .4994653 |
      |------------------|
4046. | 4046   -.3420662 |
4047. | 4047   -.1000396 |
4048. | 4048   -.3224238 |
4049. | 4049    2.031145 |
4050. | 4050   -.6371492 |
      |------------------|
4051. | 4051    -.018217 |
4052. | 4052    2.124336 |
4053. | 4053    .3577195 |
4054. | 4054    .2305073 |
4055. | 4055    .5380916 |
      |------------------|
4056. | 4056   -1.220192 |
4057. | 4057    .6146779 |
4058. | 4058    -.102933 |
4059. | 4059   -1.009007 |
4060. | 4060   -1.227887 |
      |------------------|
4061. | 4061    .0429085 |
4062. | 4062   -1.346728 |
4063. | 4063    2.289121 |
4064. | 4064   -1.752719 |
4065. | 4065   -.5990763 |
      |------------------|
4066. | 4066    .5315381 |
4067. | 4067   -1.047406 |
4068. | 4068    1.832977 |
4069. | 4069   -.0355918 |
4070. | 4070   -1.323522 |
      |------------------|
4071. | 4071   -2.174174 |
4072. | 4072   -.1648392 |
4073. | 4073   -.8508563 |
4074. | 4074    -.463004 |
4075. | 4075   -.0447525 |
      |------------------|
4076. | 4076   -.3956811 |
4077. | 4077     .134557 |
4078. | 4078    .3558035 |
4079. | 4079   -.9777249 |
4080. | 4080    -.495667 |
      |------------------|
4081. | 4081    1.027072 |
4082. | 4082    1.083863 |
4083. | 4083   -.2154703 |
4084. | 4084    .5212883 |
4085. | 4085    .2729729 |
      |------------------|
4086. | 4086    .1945831 |
4087. | 4087   -.6649429 |
4088. | 4088   -.3814313 |
4089. | 4089     .559198 |
4090. | 4090    1.506186 |
      |------------------|
4091. | 4091    .4067509 |
4092. | 4092    .3634466 |
4093. | 4093   -.9583278 |
4094. | 4094   -.1458792 |
4095. | 4095    1.074129 |
      |------------------|
4096. | 4096    1.158774 |
4097. | 4097   -.1149104 |
4098. | 4098    .5786081 |
4099. | 4099    1.265966 |
4100. | 4100    .2310974 |
      |------------------|
4101. | 4101   -1.418266 |
4102. | 4102   -.1924226 |
4103. | 4103    1.268681 |
4104. | 4104    .4518325 |
4105. | 4105   -1.126258 |
      |------------------|
4106. | 4106   -.8316744 |
4107. | 4107    .1100063 |
4108. | 4108   -.7569385 |
4109. | 4109    1.631873 |
4110. | 4110    .4498582 |
      |------------------|
4111. | 4111    2.027352 |
4112. | 4112    -1.68328 |
4113. | 4113    .8834497 |
4114. | 4114    .3643095 |
4115. | 4115   -1.749144 |
      |------------------|
4116. | 4116   -.9916849 |
4117. | 4117     1.44901 |
4118. | 4118     -.28443 |
4119. | 4119   -.6464244 |
4120. | 4120   -.9569373 |
      |------------------|
4121. | 4121    .0533818 |
4122. | 4122   -.2794377 |
4123. | 4123    1.917029 |
4124. | 4124   -.6583118 |
4125. | 4125    1.715381 |
      |------------------|
4126. | 4126   -.6764867 |
4127. | 4127   -1.473874 |
4128. | 4128    .8136844 |
4129. | 4129    1.116267 |
4130. | 4130    .4775353 |
      |------------------|
4131. | 4131    .5609817 |
4132. | 4132    .2048889 |
4133. | 4133   -.9143302 |
4134. | 4134    .7168705 |
4135. | 4135    .6593939 |
      |------------------|
4136. | 4136   -1.012712 |
4137. | 4137   -.0425421 |
4138. | 4138    .0784116 |
4139. | 4139   -.7123216 |
4140. | 4140   -.0273134 |
      |------------------|
4141. | 4141   -.4043978 |
4142. | 4142   -.6522308 |
4143. | 4143    1.292642 |
4144. | 4144   -1.555916 |
4145. | 4145    .5242985 |
      |------------------|
4146. | 4146   -2.840086 |
4147. | 4147   -.9188141 |
4148. | 4148    .0061483 |
4149. | 4149      -.0901 |
4150. | 4150     .013635 |
      |------------------|
4151. | 4151    .1071787 |
4152. | 4152   -.0133031 |
4153. | 4153   -1.016438 |
4154. | 4154   -.8753561 |
4155. | 4155    .5281762 |
      |------------------|
4156. | 4156   -2.057618 |
4157. | 4157   -.3222974 |
4158. | 4158    .5979892 |
4159. | 4159   -.3140424 |
4160. | 4160    .0982415 |
      |------------------|
4161. | 4161    -.041541 |
4162. | 4162    .8726099 |
4163. | 4163   -.7958353 |
4164. | 4164    -.624966 |
4165. | 4165    2.337829 |
      |------------------|
4166. | 4166   -1.591134 |
4167. | 4167   -.4615539 |
4168. | 4168    .7511481 |
4169. | 4169    -.069051 |
4170. | 4170    .7078589 |
      |------------------|
4171. | 4171    .1257341 |
4172. | 4172     .374032 |
4173. | 4173   -.9005386 |
4174. | 4174   -.8231828 |
4175. | 4175   -1.307224 |
      |------------------|
4176. | 4176   -1.631229 |
4177. | 4177   -1.171998 |
4178. | 4178    1.360381 |
4179. | 4179   -.0298018 |
4180. | 4180   -.8948191 |
      |------------------|
4181. | 4181    .9176092 |
4182. | 4182   -.0246255 |
4183. | 4183   -.7592183 |
4184. | 4184    1.897714 |
4185. | 4185    .5126263 |
      |------------------|
4186. | 4186   -.7950854 |
4187. | 4187    .9738467 |
4188. | 4188     .008382 |
4189. | 4189     1.45085 |
4190. | 4190   -.0139735 |
      |------------------|
4191. | 4191   -1.015458 |
4192. | 4192    .8143855 |
4193. | 4193    .1035005 |
4194. | 4194    1.635196 |
4195. | 4195   -.6894976 |
      |------------------|
4196. | 4196   -1.178784 |
4197. | 4197   -.1924275 |
4198. | 4198   -.7432324 |
4199. | 4199   -1.682509 |
4200. | 4200    .5856829 |
      |------------------|
4201. | 4201    .2772074 |
4202. | 4202   -.8764663 |
4203. | 4203   -1.115905 |
4204. | 4204   -.5841191 |
4205. | 4205   -.0847672 |
      |------------------|
4206. | 4206    .3735327 |
4207. | 4207   -.7123652 |
4208. | 4208   -.5155028 |
4209. | 4209     .543896 |
4210. | 4210    3.199156 |
      |------------------|
4211. | 4211    1.526032 |
4212. | 4212   -.5793883 |
4213. | 4213    .6535214 |
4214. | 4214   -.9131308 |
4215. | 4215    .8627092 |
      |------------------|
4216. | 4216    1.264193 |
4217. | 4217     .605513 |
4218. | 4218   -2.103661 |
4219. | 4219   -.9447627 |
4220. | 4220   -.3239103 |
      |------------------|
4221. | 4221    .4579169 |
4222. | 4222   -.2906576 |
4223. | 4223    -.464457 |
4224. | 4224   -1.865287 |
4225. | 4225   -.2565785 |
      |------------------|
4226. | 4226    1.618751 |
4227. | 4227    1.358897 |
4228. | 4228    .7815205 |
4229. | 4229   -.5790942 |
4230. | 4230    .1547763 |
      |------------------|
4231. | 4231    .1918859 |
4232. | 4232    .9876789 |
4233. | 4233    1.015836 |
4234. | 4234   -.7623481 |
4235. | 4235   -.7955488 |
      |------------------|
4236. | 4236   -.4995227 |
4237. | 4237   -.8511258 |
4238. | 4238    .3789719 |
4239. | 4239     .653951 |
4240. | 4240   -.0590856 |
      |------------------|
4241. | 4241   -.9377998 |
4242. | 4242    .6898872 |
4243. | 4243    .8764172 |
4244. | 4244    .2190178 |
4245. | 4245    .9483677 |
      |------------------|
4246. | 4246   -.4666586 |
4247. | 4247    .9583305 |
4248. | 4248   -.3176509 |
4249. | 4249   -1.218607 |
4250. | 4250    1.324289 |
      |------------------|
4251. | 4251   -.3642995 |
4252. | 4252    1.211204 |
4253. | 4253    .5938907 |
4254. | 4254     1.33831 |
4255. | 4255    1.874289 |
      |------------------|
4256. | 4256   -1.144855 |
4257. | 4257    .7015269 |
4258. | 4258     .258392 |
4259. | 4259   -1.567268 |
4260. | 4260   -.2427711 |
      |------------------|
4261. | 4261   -.2497497 |
4262. | 4262    -2.25256 |
4263. | 4263   -1.655284 |
4264. | 4264   -1.091555 |
4265. | 4265   -.0906107 |
      |------------------|
4266. | 4266    -1.46181 |
4267. | 4267    .9826273 |
4268. | 4268   -.7368407 |
4269. | 4269     -.11589 |
4270. | 4270   -.0340303 |
      |------------------|
4271. | 4271     1.02397 |
4272. | 4272    -.685893 |
4273. | 4273    1.024668 |
4274. | 4274   -1.653168 |
4275. | 4275    .7198932 |
      |------------------|
4276. | 4276   -1.440493 |
4277. | 4277   -1.044196 |
4278. | 4278    1.265164 |
4279. | 4279   -.4011777 |
4280. | 4280   -.3973484 |
      |------------------|
4281. | 4281   -.2374387 |
4282. | 4282    -.285639 |
4283. | 4283   -.8357807 |
4284. | 4284   -.3765244 |
4285. | 4285   -.2393859 |
      |------------------|
4286. | 4286   -.8032349 |
4287. | 4287    3.074134 |
4288. | 4288   -.3569439 |
4289. | 4289   -.2032151 |
4290. | 4290   -2.187982 |
      |------------------|
4291. | 4291    .3643812 |
4292. | 4292    .0910988 |
4293. | 4293    .8477681 |
4294. | 4294    .3483029 |
4295. | 4295    .5655739 |
      |------------------|
4296. | 4296    .8365009 |
4297. | 4297   -.2447188 |
4298. | 4298    .5856264 |
4299. | 4299    .1974948 |
4300. | 4300    1.243803 |
      |------------------|
4301. | 4301   -3.659894 |
4302. | 4302    1.889453 |
4303. | 4303    1.089031 |
4304. | 4304   -.6142155 |
4305. | 4305   -.7680126 |
      |------------------|
4306. | 4306    1.322308 |
4307. | 4307    -.964533 |
4308. | 4308    .0186934 |
4309. | 4309   -.9397039 |
4310. | 4310   -1.310794 |
      |------------------|
4311. | 4311    .2506684 |
4312. | 4312     1.02441 |
4313. | 4313   -.1214195 |
4314. | 4314   -.3591063 |
4315. | 4315    1.290576 |
      |------------------|
4316. | 4316   -.7690075 |
4317. | 4317   -.0876814 |
4318. | 4318   -.1286529 |
4319. | 4319   -1.373282 |
4320. | 4320   -.4580138 |
      |------------------|
4321. | 4321     .128871 |
4322. | 4322    .5688263 |
4323. | 4323    .4963185 |
4324. | 4324    .3225348 |
4325. | 4325    .5979721 |
      |------------------|
4326. | 4326    .7293115 |
4327. | 4327    .7407579 |
4328. | 4328   -1.842616 |
4329. | 4329    .8073602 |
4330. | 4330   -.0018914 |
      |------------------|
4331. | 4331   -.0390352 |
4332. | 4332    .5213924 |
4333. | 4333    1.488318 |
4334. | 4334    1.872231 |
4335. | 4335    .0144128 |
      |------------------|
4336. | 4336   -.9156294 |
4337. | 4337    .5578671 |
4338. | 4338   -.1188971 |
4339. | 4339    .2888892 |
4340. | 4340    .2395614 |
      |------------------|
4341. | 4341    .3988847 |
4342. | 4342   -2.057875 |
4343. | 4343    .1866055 |
4344. | 4344   -.7629926 |
4345. | 4345   -.7055312 |
      |------------------|
4346. | 4346   -.3447928 |
4347. | 4347    .4123042 |
4348. | 4348    .7402403 |
4349. | 4349     1.10996 |
4350. | 4350   -.0886253 |
      |------------------|
4351. | 4351   -.1293169 |
4352. | 4352    .9137251 |
4353. | 4353     .627167 |
4354. | 4354   -.6206529 |
4355. | 4355    1.591815 |
      |------------------|
4356. | 4356   -1.971783 |
4357. | 4357    1.577064 |
4358. | 4358   -1.402766 |
4359. | 4359    1.038121 |
4360. | 4360    1.111653 |
      |------------------|
4361. | 4361    1.245736 |
4362. | 4362     .660297 |
4363. | 4363   -1.388669 |
4364. | 4364    1.743401 |
4365. | 4365    .4843416 |
      |------------------|
4366. | 4366   -.6066932 |
4367. | 4367   -2.752603 |
4368. | 4368   -.0076729 |
4369. | 4369   -.0059842 |
4370. | 4370    .3913509 |
      |------------------|
4371. | 4371    .6005219 |
4372. | 4372    .5443674 |
4373. | 4373    -.245471 |
4374. | 4374   -.6872155 |
4375. | 4375   -1.783276 |
      |------------------|
4376. | 4376   -1.629052 |
4377. | 4377   -1.109009 |
4378. | 4378   -2.357918 |
4379. | 4379   -.2427645 |
4380. | 4380    .5288324 |
      |------------------|
4381. | 4381    .1313297 |
4382. | 4382   -.1325454 |
4383. | 4383    1.379767 |
4384. | 4384   -.2799921 |
4385. | 4385    .1401227 |
      |------------------|
4386. | 4386   -.2075365 |
4387. | 4387    1.816877 |
4388. | 4388     -1.2922 |
4389. | 4389    1.633369 |
4390. | 4390   -.6863068 |
      |------------------|
4391. | 4391    1.985273 |
4392. | 4392    .6691579 |
4393. | 4393    .8035436 |
4394. | 4394   -1.659122 |
4395. | 4395   -.1079283 |
      |------------------|
4396. | 4396    .8679636 |
4397. | 4397    .2211424 |
4398. | 4398    1.589344 |
4399. | 4399   -.3910182 |
4400. | 4400   -.0661176 |
      |------------------|
4401. | 4401   -1.014625 |
4402. | 4402   -.0607739 |
4403. | 4403    .2025952 |
4404. | 4404     .243629 |
4405. | 4405   -.4376609 |
      |------------------|
4406. | 4406    .3620184 |
4407. | 4407   -.5849856 |
4408. | 4408   -.2739081 |
4409. | 4409    1.982188 |
4410. | 4410    .0059289 |
      |------------------|
4411. | 4411    .9370564 |
4412. | 4412   -.6644919 |
4413. | 4413    1.355404 |
4414. | 4414    .2529759 |
4415. | 4415     1.73861 |
      |------------------|
4416. | 4416   -.4969594 |
4417. | 4417    .5221097 |
4418. | 4418    -.460855 |
4419. | 4419    1.953562 |
4420. | 4420    .1756565 |
      |------------------|
4421. | 4421    .1388593 |
4422. | 4422   -1.358939 |
4423. | 4423    1.086661 |
4424. | 4424    .7373402 |
4425. | 4425   -.6432864 |
      |------------------|
4426. | 4426    1.164487 |
4427. | 4427    2.338584 |
4428. | 4428     .173746 |
4429. | 4429    1.257447 |
4430. | 4430    1.142841 |
      |------------------|
4431. | 4431   -1.112874 |
4432. | 4432    1.788628 |
4433. | 4433   -.5516799 |
4434. | 4434   -.6800135 |
4435. | 4435   -.9205592 |
      |------------------|
4436. | 4436    .0365467 |
4437. | 4437    .0170835 |
4438. | 4438    1.570264 |
4439. | 4439   -1.474581 |
4440. | 4440    .2839426 |
      |------------------|
4441. | 4441    .6101881 |
4442. | 4442   -.7583102 |
4443. | 4443   -.5092531 |
4444. | 4444     .959168 |
4445. | 4445   -.4888887 |
      |------------------|
4446. | 4446   -1.624458 |
4447. | 4447    1.647277 |
4448. | 4448   -.3162178 |
4449. | 4449   -.3823819 |
4450. | 4450    1.054293 |
      |------------------|
4451. | 4451    -.337873 |
4452. | 4452     -.62376 |
4453. | 4453   -.6936085 |
4454. | 4454    .8893632 |
4455. | 4455    -.119115 |
      |------------------|
4456. | 4456    -.477179 |
4457. | 4457   -.9476724 |
4458. | 4458    1.297438 |
4459. | 4459    .1717895 |
4460. | 4460   -2.185845 |
      |------------------|
4461. | 4461     .307731 |
4462. | 4462    .7526464 |
4463. | 4463    1.040324 |
4464. | 4464    .0556646 |
4465. | 4465   -.4548668 |
      |------------------|
4466. | 4466    -.235586 |
4467. | 4467    .5516946 |
4468. | 4468    .0389475 |
4469. | 4469   -.3732503 |
4470. | 4470   -.9906107 |
      |------------------|
4471. | 4471    .9264283 |
4472. | 4472   -.4300263 |
4473. | 4473   -.1080416 |
4474. | 4474   -1.112296 |
4475. | 4475   -1.618968 |
      |------------------|
4476. | 4476    .1387378 |
4477. | 4477    .9150854 |
4478. | 4478    .9681177 |
4479. | 4479   -1.502208 |
4480. | 4480   -.5927774 |
      |------------------|
4481. | 4481   -.2463127 |
4482. | 4482    .1846967 |
4483. | 4483    1.155897 |
4484. | 4484    -.241251 |
4485. | 4485    -.415342 |
      |------------------|
4486. | 4486    1.539198 |
4487. | 4487   -.8751418 |
4488. | 4488     .840058 |
4489. | 4489   -.4169785 |
4490. | 4490    .9257761 |
      |------------------|
4491. | 4491    1.157986 |
4492. | 4492    .1006598 |
4493. | 4493   -.1697197 |
4494. | 4494    .2313645 |
4495. | 4495    2.067314 |
      |------------------|
4496. | 4496    1.090702 |
4497. | 4497   -.8911953 |
4498. | 4498   -.4297952 |
4499. | 4499   -1.103532 |
4500. | 4500    1.657332 |
      |------------------|
4501. | 4501   -1.517558 |
4502. | 4502    .0092813 |
4503. | 4503   -1.611518 |
4504. | 4504    1.131434 |
4505. | 4505    .3069707 |
      |------------------|
4506. | 4506     .421424 |
4507. | 4507    .3806028 |
4508. | 4508   -.1513295 |
4509. | 4509    .1142699 |
4510. | 4510   -1.085601 |
      |------------------|
4511. | 4511    .0872995 |
4512. | 4512    .6997759 |
4513. | 4513   -.4549767 |
4514. | 4514     .024984 |
4515. | 4515    -.668704 |
      |------------------|
