
      +------------------------------+
      |   id          x1          x2 |
3478. | 3478   -.3574134   -.7379636 |
3479. | 3479    .2569715   -1.566311 |
3480. | 3480   -1.441084   -3.101324 |
      |------------------------------|
3481. | 3481    .5408305    .7362226 |
3482. | 3482    .7566145    1.439237 |
3483. | 3483    -1.66641    .9053928 |
3484. | 3484   -.5572783    .0985969 |
3485. | 3485   -1.151503    .9593744 |
      |------------------------------|
3486. | 3486    .3328169    .8452257 |
3487. | 3487     1.25596   -.0555635 |
3488. | 3488    .3541682    .3024497 |
3489. | 3489   -.0055516    .1563369 |
3490. | 3490     .851143   -.3127978 |
      |------------------------------|
3491. | 3491    .7703708   -.5793509 |
3492. | 3492   -.1859276    .7175308 |
3493. | 3493     .112783    1.708549 |
3494. | 3494   -.8510717    .8525094 |
3495. | 3495   -1.715312    -.469749 |
      |------------------------------|
3496. | 3496    .6604828    .0644067 |
3497. | 3497   -.1966272    1.032916 |
3498. | 3498    .4214291   -1.269875 |
3499. | 3499   -.1749213    .9966504 |
3500. | 3500    .6895041    1.162829 |
      |------------------------------|
3501. | 3501   -.6050144    1.340356 |
3502. | 3502    .9490783   -.0753466 |
3503. | 3503    .1204153   -.6404034 |
3504. | 3504    1.057227    .7357038 |
3505. | 3505   -2.249705   -.4862768 |
      |------------------------------|
3506. | 3506   -.6320325    .1480516 |
3507. | 3507   -.4683009    .2060772 |
3508. | 3508   -.1423987    1.213671 |
3509. | 3509    .6024494    1.728459 |
3510. | 3510   -2.715849    .5144185 |
      |------------------------------|
3511. | 3511   -.2612636    .1620298 |
3512. | 3512   -.6812886   -1.308673 |
3513. | 3513   -.0001508   -1.267271 |
3514. | 3514   -.6641629    .0847857 |
3515. | 3515    -.388491   -.2302082 |
      |------------------------------|
3516. | 3516    1.635284    .0252318 |
3517. | 3517   -.1391062   -2.322781 |
3518. | 3518    -1.20583   -.9350306 |
3519. | 3519    1.438859    1.065775 |
3520. | 3520   -.7882649   -1.547827 |
      |------------------------------|
3521. | 3521    .8270702   -1.596506 |
3522. | 3522   -1.702329   -.3680546 |
3523. | 3523   -1.064219   -.5301417 |
3524. | 3524     .913336   -1.100681 |
3525. | 3525   -1.377232    .6403203 |
      |------------------------------|
3526. | 3526   -2.130162    .3961416 |
3527. | 3527    .5626653   -1.989872 |
3528. | 3528    .7080301   -.3618825 |
3529. | 3529    .5082578   -.6004952 |
3530. | 3530    .1574216   -.2076788 |
      |------------------------------|
3531. | 3531   -.1041461   -.0300171 |
3532. | 3532   -.3171747    1.266398 |
3533. | 3533   -.2153832   -.4231037 |
3534. | 3534    .7590304   -.0622125 |
3535. | 3535   -.4799624   -.7592561 |
      |------------------------------|
3536. | 3536    .7190691   -2.323498 |
3537. | 3537     1.29227    .2122395 |
3538. | 3538   -.6586792    .2741761 |
3539. | 3539    1.148942   -.2348618 |
3540. | 3540    .4997145   -2.076364 |
      |------------------------------|
3541. | 3541    .3015886    .8605248 |
3542. | 3542   -.7097443   -1.146352 |
3543. | 3543    .0379212   -1.481476 |
3544. | 3544   -.1333173   -1.379401 |
3545. | 3545    .5931055   -.3647111 |
      |------------------------------|
3546. | 3546    -.891297    .1648137 |
3547. | 3547    .8768604    1.271754 |
3548. | 3548   -.4957838    2.221301 |
3549. | 3549    -.360289   -.2415378 |
3550. | 3550   -.3907012    .1219361 |
      |------------------------------|
3551. | 3551   -1.176181   -.0866627 |
3552. | 3552   -.6734585   -1.363162 |
3553. | 3553    .9816462    .6683583 |
3554. | 3554    .0507586    -.468447 |
3555. | 3555   -.5366032   -.5439447 |
      |------------------------------|
3556. | 3556    1.354913     2.36183 |
3557. | 3557   -.6960726    .7200358 |
3558. | 3558    2.219763   -1.942566 |
3559. | 3559   -.8567314    .1383672 |
3560. | 3560   -.3855008   -1.789771 |
      |------------------------------|
3561. | 3561   -.2093648    .1362968 |
3562. | 3562    .7399113    1.907926 |
3563. | 3563   -.2706406    .2531712 |
3564. | 3564    .8392985   -1.047336 |
3565. | 3565    -1.02053   -.7439665 |
      |------------------------------|
3566. | 3566   -.1318885   -.1603048 |
3567. | 3567   -1.481116    1.125253 |
3568. | 3568    .9705707   -1.449441 |
3569. | 3569   -1.266403     1.34042 |
3570. | 3570   -1.383473   -.2025751 |
      |------------------------------|
3571. | 3571    -1.31577    1.422336 |
3572. | 3572    1.587337    .9881846 |
3573. | 3573    2.911973    .8833168 |
3574. | 3574   -.2100958    .3218587 |
3575. | 3575    .9162129    .0162558 |
      |------------------------------|
3576. | 3576    .4086923    .7420552 |
3577. | 3577        1.47   -1.003875 |
3578. | 3578    .5063509    .3672234 |
3579. | 3579   -.1555631    1.524503 |
3580. | 3580    .1786094    1.633909 |
      |------------------------------|
3581. | 3581   -.5609958   -.2132135 |
3582. | 3582   -1.499002    .7282706 |
3583. | 3583   -.3996522    .7709153 |
3584. | 3584    .5758653    .7698542 |
3585. | 3585    .5851766    .0567193 |
      |------------------------------|
3586. | 3586    .7887229    .2891079 |
3587. | 3587    .1322647   -.9722205 |
3588. | 3588   -.8147818     .459821 |
3589. | 3589    .5606398    .3026071 |
3590. | 3590   -.2199324    .4230114 |
      |------------------------------|
3591. | 3591    1.089258    .0317676 |
3592. | 3592   -1.295298    .8465613 |
3593. | 3593   -.4927379   -.6800037 |
3594. | 3594     1.53588   -1.996968 |
3595. | 3595   -1.164642    .2820388 |
      |------------------------------|
3596. | 3596   -1.365051    1.743065 |
3597. | 3597   -1.541851   -1.397326 |
3598. | 3598   -.1636753   -.0497305 |
3599. | 3599    .8521254     .547787 |
3600. | 3600    1.612527    -.356771 |
      |------------------------------|
3601. | 3601   -.3217418    .2478541 |
3602. | 3602    .4793758   -1.232423 |
3603. | 3603     .757422    .8191892 |
3604. | 3604     .731424   -.3314205 |
3605. | 3605    1.582711    .1865805 |
      |------------------------------|
3606. | 3606    .7664464   -.9080485 |
3607. | 3607   -.8093804   -.5062769 |
3608. | 3608    1.444059    1.255161 |
3609. | 3609   -1.028955   -.6770962 |
3610. | 3610    .5452043   -1.347101 |
      |------------------------------|
3611. | 3611    .0574491    1.234141 |
3612. | 3612   -1.113969    1.855297 |
3613. | 3613    1.063688    .9203581 |
3614. | 3614   -.9825088   -.2099788 |
3615. | 3615    .5832493     .128307 |
      |------------------------------|
3616. | 3616    .0679849   -1.009694 |
3617. | 3617    .3219111    2.132912 |
3618. | 3618   -.2409195    1.640167 |
3619. | 3619   -.2159448   -.0922422 |
3620. | 3620   -.1277149    .2087219 |
      |------------------------------|
3621. | 3621   -1.209512    .1947553 |
3622. | 3622   -1.627879   -.6909274 |
3623. | 3623    .1127275    .1324276 |
3624. | 3624    1.137606    .7180142 |
3625. | 3625   -.0338649   -1.546203 |
      |------------------------------|
3626. | 3626    .0537415   -.0740414 |
3627. | 3627   -.0203273   -.6652492 |
3628. | 3628   -.5307733    .7692873 |
3629. | 3629   -.7971135    2.425107 |
3630. | 3630   -.6946265    .9867249 |
      |------------------------------|
3631. | 3631   -.0679125    .9829582 |
3632. | 3632   -.4901934   -.3607728 |
3633. | 3633    .1246524    .2535901 |
3634. | 3634   -1.251315   -.4047321 |
3635. | 3635    -.812441    .2691284 |
      |------------------------------|
3636. | 3636   -.7280266    .9148989 |
3637. | 3637    1.222126    .1443202 |
3638. | 3638    .7693694    .2695364 |
3639. | 3639   -.4295381   -.6831248 |
3640. | 3640   -.6816862   -1.821012 |
      |------------------------------|
3641. | 3641    .7422817   -.0360351 |
3642. | 3642   -.5570363    .2675104 |
3643. | 3643    .1819938   -.4160752 |
3644. | 3644    1.087045    .0937251 |
3645. | 3645    .5915095    .4635241 |
      |------------------------------|
3646. | 3646     .186501   -.0561462 |
3647. | 3647    .2329899   -1.319557 |
3648. | 3648    .0540759    1.691099 |
3649. | 3649    1.554084    .5411871 |
3650. | 3650   -.5905721   -.2927817 |
      |------------------------------|
3651. | 3651    1.017322   -1.078533 |
3652. | 3652    2.628597   -.3953056 |
3653. | 3653   -1.456445   -1.784783 |
3654. | 3654   -.1012614   -.5046673 |
3655. | 3655    .0048648   -.7162609 |
      |------------------------------|
3656. | 3656   -.6584959   -.3064264 |
3657. | 3657    .0298592   -.7948818 |
3658. | 3658    .6567943   -1.345239 |
3659. | 3659   -.2570451    1.058485 |
3660. | 3660   -1.162416    .7180104 |
      |------------------------------|
3661. | 3661    .0922409    .4095691 |
3662. | 3662    .4877096   -.5190346 |
3663. | 3663    .9264781   -1.198451 |
3664. | 3664    .8060563    .2344673 |
3665. | 3665    1.551901   -.4941964 |
      |------------------------------|
3666. | 3666    1.867553    .6625044 |
3667. | 3667   -2.173603    .8761529 |
3668. | 3668    .4731322    .7834733 |
3669. | 3669    -.155683    .2009439 |
3670. | 3670   -.8730623    1.855798 |
      |------------------------------|
3671. | 3671   -.5327603   -.3522426 |
3672. | 3672   -2.260745    1.636972 |
3673. | 3673    .7092232   -1.080171 |
3674. | 3674   -.5597944     1.19649 |
3675. | 3675    .2382456    .7295755 |
      |------------------------------|
3676. | 3676   -.4266202   -1.278224 |
3677. | 3677    .2641444   -2.202084 |
3678. | 3678    2.270838   -.2364397 |
3679. | 3679    .3207417    1.852832 |
3680. | 3680    1.105765   -.3527371 |
      |------------------------------|
3681. | 3681   -1.271661    -2.03068 |
3682. | 3682     .007301   -.0073807 |
3683. | 3683   -.4390326   -.3425004 |
3684. | 3684   -1.363818   -.1050885 |
3685. | 3685    .1455664   -.9468319 |
      |------------------------------|
3686. | 3686    1.801031   -.9088358 |
3687. | 3687   -.0114209     1.08059 |
3688. | 3688   -1.511534   -.2886423 |
3689. | 3689   -.1840504   -1.626802 |
3690. | 3690    1.473896    1.242548 |
      |------------------------------|
3691. | 3691   -1.487261    .7317296 |
3692. | 3692   -2.895981     -1.2374 |
3693. | 3693    .9429242    .1886359 |
3694. | 3694   -.1310572    .1498589 |
3695. | 3695    1.812094   -.8582356 |
      |------------------------------|
3696. | 3696   -1.618417   -.2055365 |
3697. | 3697   -1.299428    .7532271 |
3698. | 3698    1.647102    .2844493 |
3699. | 3699    2.207656    .7711707 |
3700. | 3700     1.30026   -.1660494 |
      |------------------------------|
3701. | 3701   -.5003417    .1722991 |
3702. | 3702    2.009552    .8441076 |
3703. | 3703    .2281279    .6386266 |
3704. | 3704   -1.718246    1.260865 |
3705. | 3705      1.5318   -.8657842 |
      |------------------------------|
3706. | 3706    -1.07755   -1.795834 |
3707. | 3707    1.140845    1.049087 |
3708. | 3708   -.8968208   -1.885233 |
3709. | 3709    2.104263    .7295784 |
3710. | 3710    .2786331   -.6285756 |
      |------------------------------|
3711. | 3711    1.132588   -.6307411 |
3712. | 3712    -.350669   -.0880466 |
3713. | 3713    .3244629    .5995043 |
3714. | 3714   -2.687845    .0262426 |
3715. | 3715    .6089192   -.6117744 |
      |------------------------------|
3716. | 3716    .8902266    .7707925 |
3717. | 3717    .4979689    .4079153 |
3718. | 3718   -2.233827   -.2083249 |
3719. | 3719    -1.16902    1.089257 |
3720. | 3720   -1.211691   -.6770219 |
      |------------------------------|
3721. | 3721   -1.262987    .0119007 |
3722. | 3722   -.4171804    .4481299 |
3723. | 3723   -.5768325    .5022058 |
3724. | 3724   -.9967956       1.696 |
3725. | 3725    .4031684   -1.114974 |
      |------------------------------|
3726. | 3726    1.372725    .2968933 |
3727. | 3727   -.2597087   -.7143912 |
3728. | 3728    .2228041    .1792312 |
3729. | 3729    .7376859   -2.369466 |
3730. | 3730    .2837288    -.266949 |
      |------------------------------|
3731. | 3731    .3622031   -.1389091 |
3732. | 3732    1.114291   -.3380809 |
3733. | 3733   -1.222489   -.8766276 |
3734. | 3734   -.1007847    .6358009 |
3735. | 3735    .4002022    .8395067 |
      |------------------------------|
3736. | 3736    1.141586   -.6076146 |
3737. | 3737    1.060798    .3067819 |
3738. | 3738   -.9932358    1.659133 |
3739. | 3739    2.633369    .6780241 |
3740. | 3740    .3362991   -.4251627 |
      |------------------------------|
3741. | 3741    .2629413    .5637346 |
3742. | 3742   -.4916302    1.295766 |
3743. | 3743    .7920124    .7842607 |
3744. | 3744    .1942779    .1230807 |
3745. | 3745    1.809184    .0647139 |
      |------------------------------|
3746. | 3746   -1.653657   -1.002471 |
3747. | 3747    .1744781    .6665323 |
3748. | 3748    .8045509    -.056539 |
3749. | 3749    2.289883    .2485424 |
3750. | 3750   -1.353358    1.139145 |
      |------------------------------|
3751. | 3751     1.58626    .1664949 |
3752. | 3752    .4576682   -.2869639 |
3753. | 3753    .9032412   -.3764951 |
3754. | 3754   -.5370474    2.173277 |
3755. | 3755    -1.09904   -.8466741 |
      |------------------------------|
3756. | 3756    .6093531     1.60095 |
3757. | 3757   -.2518141   -.6025384 |
3758. | 3758   -.8259071   -.4471546 |
3759. | 3759   -.2668603    1.258559 |
3760. | 3760   -.3750303    .8337253 |
      |------------------------------|
3761. | 3761   -.3621098   -.1542753 |
3762. | 3762   -2.727246   -.8769433 |
3763. | 3763    .2486204    1.380635 |
3764. | 3764     1.37481    .0439536 |
3765. | 3765   -1.475771   -.9911712 |
      |------------------------------|
3766. | 3766    -.608584    .9150022 |
3767. | 3767   -.7307079    .6234812 |
3768. | 3768    2.450333   -1.952669 |
3769. | 3769   -2.129624    .6582101 |
3770. | 3770    .3104852    1.003491 |
      |------------------------------|
3771. | 3771   -.1711378    .6745082 |
3772. | 3772    1.106723    .1852911 |
3773. | 3773   -.8780907   -.0876065 |
3774. | 3774   -.3495184    .6000904 |
3775. | 3775    .7635948    .8193096 |
      |------------------------------|
3776. | 3776   -1.727357   -.7563538 |
3777. | 3777    -.164524     .808483 |
3778. | 3778    .2063131    .0374823 |
3779. | 3779    .5691971    .5918109 |
3780. | 3780   -.6802648    .8696656 |
      |------------------------------|
3781. | 3781    1.668943    .0743627 |
3782. | 3782   -.8773832   -.4318301 |
3783. | 3783     .618809   -.3626369 |
3784. | 3784    .1233486    .8960593 |
3785. | 3785   -.8341698   -.2908977 |
      |------------------------------|
3786. | 3786   -1.866356   -.0673058 |
3787. | 3787   -.5866767    2.262026 |
3788. | 3788    2.015635    .7233455 |
3789. | 3789   -.8492183    -.322739 |
3790. | 3790    -.837432   -.7057757 |
      |------------------------------|
3791. | 3791    .1051777    .4336106 |
3792. | 3792    .5268715   -1.794905 |
3793. | 3793    .7754357    1.034518 |
3794. | 3794   -1.455388   -1.113873 |
3795. | 3795   -.6879613    1.916438 |
      |------------------------------|
3796. | 3796   -.0454359   -.5740616 |
3797. | 3797    1.554615   -.8323765 |
3798. | 3798   -1.158205    1.155536 |
3799. | 3799   -1.416543    1.553755 |
3800. | 3800   -.9360285   -.8592927 |
      |------------------------------|
3801. | 3801    .0479486    1.232719 |
3802. | 3802     .241457   -.6728134 |
3803. | 3803   -1.667929   -.6674979 |
3804. | 3804   -.2088622   -1.569398 |
3805. | 3805    .5441231   -.9323257 |
      |------------------------------|
3806. | 3806    .9504867    .1411902 |
3807. | 3807   -.1355211    2.307168 |
3808. | 3808    .3854916   -.2594051 |
3809. | 3809     1.01515   -.2981784 |
3810. | 3810    .9169554   -.5036151 |
      |------------------------------|
3811. | 3811   -.1634804   -1.743401 |
3812. | 3812    .1001476    -1.91022 |
3813. | 3813   -.9147644     .331151 |
3814. | 3814   -1.006335   -.9588365 |
3815. | 3815   -.3225833     1.50711 |
      |------------------------------|
3816. | 3816    .8357882   -.4898303 |
3817. | 3817   -.3532623    2.359437 |
3818. | 3818    1.112295     .326617 |
3819. | 3819   -1.205777   -1.467809 |
3820. | 3820    1.507436   -.9532785 |
      |------------------------------|
3821. | 3821   -.6174147    .6895502 |
3822. | 3822   -2.155298   -.9249417 |
3823. | 3823    -1.81897   -.0495479 |
3824. | 3824   -1.688471     -.59066 |
3825. | 3825    .6914544    1.258887 |
      |------------------------------|
3826. | 3826   -1.793967   -.3702215 |
3827. | 3827   -.6121842   -.0455244 |
3828. | 3828   -.0821036   -1.054781 |
3829. | 3829   -.0495882    3.032445 |
3830. | 3830    .1148015   -1.302544 |
      |------------------------------|
3831. | 3831   -.0791122    1.281019 |
3832. | 3832   -1.086971    .1528914 |
3833. | 3833    1.666033    .9759745 |
3834. | 3834   -.0262759   -.2445943 |
3835. | 3835   -.7199279    .4046048 |
      |------------------------------|
3836. | 3836    .0007952   -.1993628 |
3837. | 3837    -1.16494    .7336535 |
3838. | 3838    3.293502   -.3143132 |
3839. | 3839    1.155416   -.7187678 |
3840. | 3840   -.2148601     .660665 |
      |------------------------------|
3841. | 3841   -.2525535    2.058472 |
3842. | 3842   -.6472402   -1.058065 |
3843. | 3843    .3191146   -.4885865 |
3844. | 3844    .1956992   -1.719216 |
3845. | 3845   -.6722211   -.5086582 |
      |------------------------------|
3846. | 3846   -.2876071    2.290683 |
3847. | 3847    .0549013    -.008311 |
3848. | 3848    .4413487   -.4597735 |
3849. | 3849    .2200928   -1.248203 |
3850. | 3850   -.9830467    .1793048 |
      |------------------------------|
3851. | 3851   -.5879886    .1109346 |
3852. | 3852   -.3649075    .6899639 |
3853. | 3853   -1.313996   -.3270468 |
3854. | 3854    -.133086    .1517292 |
3855. | 3855   -.6688919    .6474155 |
      |------------------------------|
3856. | 3856    .3478506    .1232391 |
3857. | 3857   -1.234412   -2.363938 |
3858. | 3858   -.0489997   -.2137541 |
3859. | 3859    1.596159    1.283072 |
3860. | 3860    .4790998   -1.667802 |
      |------------------------------|
3861. | 3861    .5092198    .4228146 |
3862. | 3862   -.0373131   -.4357733 |
3863. | 3863   -.3048083    .6924533 |
3864. | 3864   -.7354783   -.4547327 |
3865. | 3865   -.2715134   -.7980157 |
      |------------------------------|
3866. | 3866   -.7686671    .2391312 |
3867. | 3867   -.1557867    .2367906 |
3868. | 3868   -1.010511   -.2463851 |
3869. | 3869   -1.121501     .333906 |
3870. | 3870   -.5147824   -1.623823 |
      |------------------------------|
3871. | 3871   -2.281206    .8541747 |
3872. | 3872    .0899007   -.6448896 |
3873. | 3873    1.287122   -.1915444 |
3874. | 3874    3.397991    .5313151 |
3875. | 3875   -.3213967   -.3061483 |
      |------------------------------|
3876. | 3876    .6655626    -.945047 |
3877. | 3877    2.174704   -1.889648 |
3878. | 3878    1.656925    .5268514 |
3879. | 3879   -1.052667    .1179824 |
3880. | 3880   -.1161469    -.042573 |
      |------------------------------|
3881. | 3881    1.155854    -1.16333 |
3882. | 3882   -.1223008   -.1748283 |
3883. | 3883   -.1402315    .2484013 |
3884. | 3884   -.4781681   -.7563694 |
3885. | 3885   -.0682735   -.0674269 |
      |------------------------------|
3886. | 3886    .3903888    1.275009 |
3887. | 3887    .5539337    .7146943 |
3888. | 3888    -1.64065   -.3855509 |
3889. | 3889   -.7686023   -.7333294 |
3890. | 3890     .295388   -.2546897 |
      |------------------------------|
3891. | 3891    -.110954   -.9190378 |
3892. | 3892    .4240318    .9828945 |
3893. | 3893   -.2706408   -.6673731 |
3894. | 3894   -.0536431    -.684235 |
3895. | 3895   -.9038348    .5574268 |
      |------------------------------|
3896. | 3896    .0373297    .6979722 |
3897. | 3897    .1292853     .886208 |
3898. | 3898    2.183056   -.7498676 |
3899. | 3899    .8040059    .9167264 |
3900. | 3900     .142567     .784115 |
      |------------------------------|
3901. | 3901    1.636692   -.9514002 |
3902. | 3902    .8596383   -.5448617 |
3903. | 3903    .9927678    .7600979 |
3904. | 3904   -.1870338   -1.101207 |
3905. | 3905    .3385013   -.8627505 |
      |------------------------------|
3906. | 3906   -1.764702    .2738946 |
3907. | 3907   -1.718994   -1.117814 |
3908. | 3908    .1624247   -1.263705 |
3909. | 3909    -.419291    1.575896 |
3910. | 3910   -1.063769    .3783965 |
      |------------------------------|
3911. | 3911    1.109091   -1.064171 |
3912. | 3912   -.3372325    1.433637 |
3913. | 3913   -.6463284    .2421593 |
3914. | 3914   -.6234013    .2918698 |
3915. | 3915    1.101841    1.389382 |
      |------------------------------|
3916. | 3916   -.5436581    -1.03392 |
3917. | 3917    .4506729   -1.093322 |
3918. | 3918   -.1394866    .4015509 |
3919. | 3919   -2.388989   -.4120179 |
3920. | 3920   -.7496523    .4723766 |
      |------------------------------|
3921. | 3921    1.192474     .042014 |
3922. | 3922    .1307151   -.5423909 |
3923. | 3923    .5221416    .9559413 |
3924. | 3924   -.5127314    -.363906 |
3925. | 3925    1.636984   -1.245278 |
      |------------------------------|
3926. | 3926   -1.046765    .3998612 |
3927. | 3927   -.3368555   -1.012091 |
3928. | 3928   -1.604753    -.103608 |
3929. | 3929   -.3822437   -.7327982 |
3930. | 3930   -1.570614   -.2733328 |
      |------------------------------|
3931. | 3931   -.1797941    1.530147 |
3932. | 3932    .0901596   -.0798377 |
3933. | 3933   -.4631117   -.7930382 |
3934. | 3934    .5715443    -1.42439 |
3935. | 3935    .5738302    -.233844 |
      |------------------------------|
3936. | 3936   -1.396276   -.5967315 |
3937. | 3937    1.454273   -.7041829 |
3938. | 3938    .5348359    1.346195 |
3939. | 3939    1.152305    .8210921 |
3940. | 3940    1.437084    .3533439 |
      |------------------------------|
3941. | 3941    -.566739    1.511793 |
3942. | 3942   -1.151232   -.7548122 |
3943. | 3943    .8807252   -1.231441 |
3944. | 3944   -.2309762   -.6005524 |
3945. | 3945   -.1751071    .1664542 |
      |------------------------------|
3946. | 3946    1.433866   -.4639525 |
3947. | 3947    .1391622     .229725 |
3948. | 3948   -.5946853    .5872802 |
3949. | 3949    .1985275    .1378459 |
3950. | 3950    .0740441    .7783341 |
      |------------------------------|
3951. | 3951    -.249854   -.7711525 |
3952. | 3952    .6283779   -.4312303 |
3953. | 3953   -1.176828   -.3770387 |
3954. | 3954    1.563064   -1.281333 |
3955. | 3955   -.4356668    1.389949 |
      |------------------------------|
3956. | 3956    .6685985    .1870126 |
3957. | 3957    1.635655    .5890557 |
3958. | 3958    1.083785    .1835059 |
3959. | 3959   -1.197412   -1.329876 |
3960. | 3960    .1104535     3.08394 |
      |------------------------------|
3961. | 3961   -2.348869    .7293081 |
3962. | 3962   -.0658147   -.3305524 |
3963. | 3963     1.27306   -.1838374 |
3964. | 3964      .97594   -.3467882 |
3965. | 3965   -1.126895   -.0345301 |
      |------------------------------|
3966. | 3966    .1849204    .5607312 |
3967. | 3967   -.9427568    1.266542 |
3968. | 3968    .3101475    1.268566 |
3969. | 3969   -.4167926   -.2143729 |
3970. | 3970    1.304444    .4730915 |
      |------------------------------|
3971. | 3971     .193346     1.47913 |
3972. | 3972   -.4089123   -.2770573 |
3973. | 3973   -.9197271   -.8668561 |
3974. | 3974    .2622967   -1.144826 |
3975. | 3975    .4022901   -.3351964 |
      |------------------------------|
3976. | 3976    2.685713    1.278723 |
3977. | 3977   -.5626628   -1.242817 |
3978. | 3978   -.2580115   -1.114602 |
3979. | 3979   -1.014307   -.4440187 |
3980. | 3980   -.1463882    .8719316 |
      |------------------------------|
3981. | 3981   -.0203144    .3469038 |
3982. | 3982   -.1990304   -1.188635 |
3983. | 3983   -.6169631    .0613436 |
3984. | 3984    .9060573   -1.610362 |
3985. | 3985     .381086    .1884205 |
      |------------------------------|
3986. | 3986    .7564625   -.9221531 |
3987. | 3987   -.2623001   -1.252435 |
3988. | 3988    .8623638    .1289589 |
3989. | 3989   -.1782484    1.221888 |
3990. | 3990    .7651265    .1043568 |
      |------------------------------|
3991. | 3991    .1008886    .2083414 |
3992. | 3992    .9244372    1.035444 |
3993. | 3993     .916968   -.4350425 |
3994. | 3994    .5270128    .3470062 |
3995. | 3995   -.3486528   -.4071001 |
      |------------------------------|
3996. | 3996    .3980293   -.2598566 |
3997. | 3997    .4896314   -.4872961 |
3998. | 3998     .271086    .9429128 |
3999. | 3999    .8794474    .8465619 |
4000. | 4000   -.9168635    .2822726 |
      |------------------------------|
4001. | 4001     .843275   -.1054528 |
4002. | 4002   -1.181859   -.5892767 |
4003. | 4003   -.4300878   -.6648727 |
4004. | 4004    .3360883    .2250401 |
4005. | 4005    1.747347    1.568227 |
      |------------------------------|
4006. | 4006   -1.564121   -1.436296 |
4007. | 4007   -.1804259    .8517368 |
4008. | 4008    .5266446    .7016347 |
4009. | 4009    .3744292   -.3449173 |
4010. | 4010    1.417343   -.3818775 |
      |------------------------------|
4011. | 4011   -.2655309    .5383921 |
4012. | 4012    .8256902   -.0381362 |
4013. | 4013   -2.149585    1.598206 |
4014. | 4014    .9663734    .5234203 |
4015. | 4015   -1.101217   -.1723324 |
      |------------------------------|
4016. | 4016    .3490815   -.5402632 |
4017. | 4017    1.850225    .2643946 |
4018. | 4018   -.4527464   -.3754664 |
4019. | 4019      .09648   -.4480435 |
4020. | 4020    .3620505    -.190235 |
      |------------------------------|
4021. | 4021   -.4092931    1.286584 |
4022. | 4022   -.3951465   -.5872899 |
4023. | 4023    .9515566    1.048281 |
4024. | 4024   -1.276887   -.1104677 |
4025. | 4025     .011035    .1611579 |
      |------------------------------|
4026. | 4026   -.6905914   -.7049376 |
4027. | 4027   -1.178263    1.362976 |
4028. | 4028   -.6192825   -.8232959 |
4029. | 4029    .6211842   -.3904578 |
4030. | 4030    .9618655   -.5963233 |
      |------------------------------|
4031. | 4031   -.5146195    .4283242 |
4032. | 4032    .2366095   -.9567397 |
4033. | 4033    2.173821   -.4297325 |
4034. | 4034   -.6249161    .0554802 |
4035. | 4035   -.0816781    .5110717 |
      |------------------------------|
4036. | 4036    .3221004     .060127 |
4037. | 4037    1.304689    .9195301 |
4038. | 4038   -.8372349    .4881549 |
4039. | 4039    .2492525   -.1156075 |
4040. | 4040    .7298642   -.8476166 |
      |------------------------------|
4041. | 4041   -.1141929    2.532346 |
4042. | 4042    .2591239    .4950042 |
4043. | 4043   -1.912538    .1593268 |
4044. | 4044    .5853843    1.807507 |
4045. | 4045    .4994653    1.109144 |
      |------------------------------|
4046. | 4046   -.3420662   -1.514197 |
4047. | 4047   -.1000396    1.342298 |
4048. | 4048   -.3224238   -1.114321 |
4049. | 4049    2.031145    .1777347 |
4050. | 4050   -.6371492    .0943485 |
      |------------------------------|
4051. | 4051    -.018217   -.1618679 |
4052. | 4052    2.124336    1.437155 |
4053. | 4053    .3577195    .5851545 |
4054. | 4054    .2305073   -2.645143 |
4055. | 4055    .5380916    .1896015 |
      |------------------------------|
4056. | 4056   -1.220192   -.4225768 |
4057. | 4057    .6146779   -.7128961 |
4058. | 4058    -.102933    1.486636 |
4059. | 4059   -1.009007   -1.070614 |
4060. | 4060   -1.227887   -.1345892 |
      |------------------------------|
4061. | 4061    .0429085    1.809271 |
4062. | 4062   -1.346728    1.455537 |
4063. | 4063    2.289121   -1.597467 |
4064. | 4064   -1.752719   -.1407716 |
4065. | 4065   -.5990763    .3326986 |
      |------------------------------|
4066. | 4066    .5315381    .4625205 |
4067. | 4067   -1.047406   -.0227946 |
4068. | 4068    1.832977   -1.223037 |
4069. | 4069   -.0355918    1.230924 |
4070. | 4070   -1.323522    .6417038 |
      |------------------------------|
4071. | 4071   -2.174174   -.8714795 |
4072. | 4072   -.1648392     1.34164 |
4073. | 4073   -.8508563    1.470622 |
4074. | 4074    -.463004   -.6846056 |
4075. | 4075   -.0447525   -.0093925 |
      |------------------------------|
4076. | 4076   -.3956811    .1459582 |
4077. | 4077     .134557    1.956546 |
4078. | 4078    .3558035    .0865871 |
4079. | 4079   -.9777249    1.353249 |
4080. | 4080    -.495667   -1.016363 |
      |------------------------------|
4081. | 4081    1.027072   -1.584564 |
4082. | 4082    1.083863   -2.357264 |
4083. | 4083   -.2154703    1.952484 |
4084. | 4084    .5212883   -1.284629 |
4085. | 4085    .2729729   -1.144485 |
      |------------------------------|
4086. | 4086    .1945831    2.387565 |
4087. | 4087   -.6649429   -.6644112 |
4088. | 4088   -.3814313    1.165308 |
4089. | 4089     .559198   -1.184516 |
4090. | 4090    1.506186    .7442036 |
      |------------------------------|
4091. | 4091    .4067509    .7099572 |
4092. | 4092    .3634466    -.851068 |
